alpha_id,family,hypothesis,rebalance_minutes,smoothing_halflife_minutes,no_trade_band,base_cost_bps_one_way,train_bars,train_net_return,train_net_sharpe_daily,train_max_drawdown,train_avg_turnover_per_bar,train_annualized_turnover,train_trade_events,train_mean_abs_position,train_gross_bps_per_unit_turnover,train_ic_15m,train_rank_ic_15m,train_ic_60m,train_rank_ic_60m,train_ic_240m,train_rank_ic_240m,val_bars,val_net_return,val_net_sharpe_daily,val_max_drawdown,val_avg_turnover_per_bar,val_annualized_turnover,val_trade_events,val_mean_abs_position,val_gross_bps_per_unit_turnover,val_ic_15m,val_rank_ic_15m,val_ic_60m,val_rank_ic_60m,val_ic_240m,val_rank_ic_240m,train_positive_year_fraction,val_positive_year_fraction,direction_consistent,phase2_candidate,direction_type_train,dominant_side_train,train_long_sharpe,train_short_sharpe,val_long_sharpe,val_short_sharpe,train_beta_btc_daily,train_beta_eth_daily,train_residual_sharpe_daily,val_beta_btc_daily,val_beta_eth_daily,val_residual_sharpe_daily,val_long_beta_btc_daily,val_short_beta_btc_daily,val_long_residual_sharpe_daily,val_short_residual_sharpe_daily,val_long_worst_mae,val_short_worst_mae,val_long_mae_abs_p99,val_short_mae_abs_p99,val_10x_danger_episodes
LT_FUNDING_CROWDING_MR_30D,Carry / Funding,Thirty-day funding extremes may proxy crowded perpetual positioning.,60,720,0.12,6.0,1893888,1.1152095745650592,1.187499699971497,-0.20031336676128775,0.0001108829746954143,58.284578405320644,1980,0.20774723589420319,45.88446137001495,0.008459350670334308,0.000962412310701633,0.017453094124045866,0.0065996531091449635,0.024188758848634077,0.022853963143407152,631296,0.34602182388393077,1.771071467026866,-0.1410276624835024,0.00012038731802022085,63.23234377428889,721,0.2375190258026123,46.92893206238139,-0.0001341981289448105,-0.001768202606127806,0.0002176464328682038,0.0021139972982776993,0.010329421265746645,0.010933868908876626,1.0,1.0,True,True,LONG_SHORT,LONG,0.9062713384057327,0.7718962875860421,2.083707565499047,0.5099167208579031,2.060434833774799e-06,0.023346118311543734,-1.3858399398272165e-16,-0.038379839816865935,0.03280633904962453,1.1889899618102408e-15,0.11234406059195107,-0.150723900408817,8.623946588666913e-16,1.5694553539302815e-15,-0.15859978826606513,-0.2493078290604933,0.13417664044575361,0.22011008312539682,5
LT_PERP_SPOT_BASIS_MR_43200,Relative Value,Perpetual/spot basis dislocation over 43200m may mean revert.,60,720,0.12,6.0,1893888,1.061248262997076,1.574002776433674,-0.1175353789729493,6.626579124713317e-05,34.83197200857103,1222,0.1477557271718979,67.31582787533915,0.034009164943038094,0.011269477281364508,0.046047207236381144,0.028706653580637818,0.06467379233808808,0.04130932478476383,631296,0.17069869978665508,1.2245306399470042,-0.07357036048001309,5.702553971786983e-05,29.95216627791524,356,0.1758573055267334,52.45024418418627,0.008501497504050146,0.005153112916440857,0.014490173016087637,0.010904226894395588,0.00913410396502984,0.011064667358266687,1.0,0.5,True,False,LONG_SHORT,LONG,1.371286442798374,0.8473559121334544,1.3572022571528033,0.41915397971493273,-0.005048564422160429,0.01622594214973976,-2.850228039902972e-16,-0.022425330059175796,0.011115202048278646,8.142440301895306e-16,0.08378321479741074,-0.10620854485658655,2.694585739505542e-16,1.986645770307125e-15,-0.14455597108374063,-0.18528779099452852,0.13512598208717486,0.1687403160880529,5
LT_MOM_4320,Momentum / Trend,4320m persistence may survive when traded slowly.,60,240,0.15,6.0,1893888,0.15115865512305748,0.3544824102000168,-0.5652640342539776,0.00021131140238139778,111.07374664396048,1997,0.33054715394973755,15.682513404508967,-0.005284882448935253,0.0026386845888171605,-0.007487631092029928,0.0012949999835087961,-0.008803620353499844,-0.0033982291191501784,631296,0.262975790319389,1.0480071682262326,-0.1372495351469064,0.00022192439064383507,116.56384478509426,698,0.33799418807029724,25.2687036213666,0.0030182805217660496,-0.002517601979611592,0.009518524365647664,-0.007061071202072457,0.016163520701188334,-0.0051229471301449695,0.75,1.0,True,False,ASYMMETRIC_LS,LONG,0.5639938401899299,0.04175613330135144,1.8353555348192996,-0.49416810168578773,-0.012577827819990561,-0.08720080025419219,7.035821219821329e-16,0.04637122964567948,-0.0387822298368161,3.777567753504311e-16,0.21002043094211753,-0.1636492012964381,7.0985147235288525e-16,9.738540496968836e-16,-0.07848703470577523,-0.1347301234910505,0.07019219810617519,0.12036764205646186,2
LT_TRADE_SIZE_DIR_0240,Liquidity / Microstructure,Large average trade-size shocks may confirm the prevailing 4h direction.,30,120,0.15,6.0,1893888,0.011597200224262583,0.10313304330438618,-0.08732962612707429,0.00010032273712567985,52.733664102852345,950,0.016562754288315773,6.960241946402183,0.003158257683439004,-0.010831251627172666,0.0023234176937530684,-0.007494693897536268,0.004097600260559069,-0.0023125965979712624,631296,0.028412350748991733,0.6864731622081566,-0.03741088115103375,0.00011088301835115999,58.24031878262758,350,0.019236618652939796,10.150618809581903,0.002339701504676903,-0.0059437389629957045,0.013033194389156686,0.00027443138847788284,0.013762388897135748,0.01077973872814519,0.5,1.0,True,False,LONG_ONLY,LONG,0.734415708946471,-0.896238329268412,1.1170438114965144,-0.270044292389582,0.01682356871443108,-0.00934974559191315,-1.9794390154459636e-16,0.016650227034642716,-0.0036147579704503803,4.1734732972119506e-16,0.022535525908351933,-0.005885298873709199,1.133710864175013e-16,3.83213669921325e-16,-0.06298353440144999,-0.05864249775512209,0.05769098497306997,0.04274303103223121,0
LT_VOLUME_CONFIRMED_MOM_0720,Liquidity / Microstructure,12h momentum with above-normal dollar volume may have stronger continuation.,60,240,0.15,6.0,1893888,0.10062662173783044,0.29877900558943427,-0.1839416608019775,0.00015634502051398158,82.1812587082386,1473,0.11608453094959259,10.594400761616415,-0.028312150491253282,-0.02300253099393072,-0.03149245282444856,-0.02613878121648716,-0.015556615171276506,-0.022485466559413594,631296,0.024919330101314197,0.3150375699211841,-0.08329685461092262,0.00017281911277677864,90.77170205488801,543,0.10316488146781921,8.872138170959852,-0.019129370506814992,-0.01912842194904538,-0.009873738517611993,-0.020089787253183056,0.009864298467058632,-0.0008165550795066999,0.5,0.5,True,False,LONG_ONLY,LONG,1.0314786586783324,-0.41179940034774937,1.2092262342844309,-0.7717544632925389,0.00561268145506213,-0.023481340923236036,-9.244460922519018e-16,0.039027072170429805,-0.023692436977954322,-1.6521523390626337e-15,0.0865489661281451,-0.047521893957331744,-1.5661360354741284e-15,1.0437145677683562e-15,-0.06654919033830364,-0.061841627501943774,0.058018132265548854,0.0576196355984211,0
LT_ILLIQ_MR_1440,Liquidity / Microstructure,One-day extreme price impact may normalize when positions change slowly.,60,360,0.18,6.0,1893888,0.0017591140414616735,0.046118118827999044,-0.0979968570331502,1.9008518847840605e-06,0.9991641628439538,18,0.0029780010227113962,21.1359975486957,-0.0002180048720971447,-0.0005123298434817097,-0.0011050300211828687,-0.007228599775099045,-0.0036265611733931917,-0.0035495831247150445,631296,0.0013496301131010746,0.23720410503952422,-0.005748864148769073,1.26723443827359e-06,0.6656036723870784,4,0.00180580944288522,23.161624442000605,0.002036851087857272,0.003836799615547843,-0.0004603526463265569,0.0021320340365609367,0.00906272389571334,0.008243455619235028,0.25,0.5,True,False,LONG_ONLY,LONG,0.39321809115055667,-0.032701306229449244,0.0,0.23720410503952422,-0.010811143192387412,-0.0035442081448978967,5.895776070001461e-16,-2.6534604160799447e-05,-0.0006029472397990605,4.507907046495219e-16,0.0,-2.6534604160799447e-05,0.0,4.507907046495219e-16,,-0.010066421978784268,,0.010055504104654207,0
LT_MOM_0720,Momentum / Trend,720m persistence may survive when traded slowly.,60,240,0.15,6.0,1893888,0.1318586141316822,0.3068421247573118,-0.4590312181276964,0.00035028462298214436,184.12375317513943,3290,0.1970137655735016,10.086213602009911,-0.012847588375910775,-0.019568705248477775,-0.015287139171284533,-0.03284612775677882,0.0038471822236424797,-0.02569270493745996,631296,0.017134817897622057,0.23364699468245106,-0.12929181600141026,0.0003538752207532525,185.8698203265667,1106,0.1951015144586563,7.598166021907742,-0.0026052551314668577,-0.022058805404424647,0.003518266643590605,-0.02444618334461899,0.006089960725655456,-0.015269823484520547,0.5,0.5,True,False,ASYMMETRIC_LS,LONG,0.524919983692617,0.030447484609422048,1.2304271852143869,-0.9106368267189723,-0.026900863895192917,-0.050045732893500325,2.6018963130322717e-16,0.04278216914923118,-0.019255111230220754,-5.938156746358646e-16,0.1340471766251275,-0.09126500747483088,-1.6677483768325772e-15,5.005021127643221e-16,-0.05960712548738367,-0.07739454175687199,0.04113464584421105,0.06166215566028212,0
LT_BTC_ETH_RATIO_MR_7D,Relative Value,Extreme BTC/ETH log-price ratio deviations may mean revert.,60,720,0.12,6.0,1893888,-0.42701034593821363,-0.48207642438969756,-0.5679996956207495,0.00012656504986807704,66.52768277004361,2316,0.28961947560310364,-11.709694833411765,-0.0010891948775943166,-0.004783764449609875,-0.004363727354731069,-0.011484381408849633,-0.01245252434642312,-0.02385303162054947,631296,-0.0023794991208330174,0.10561992306882503,-0.19373726724282558,0.00012814905494451523,67.30917098745704,778,0.3054421544075012,8.637550599320855,-0.0008007326224584579,-0.007140108652647039,-0.001969390417748414,-0.009724058773544018,0.0003484782949991811,-0.011032980286668992,0.25,0.5,False,False,UNRESOLVED,NONE,-0.07316031773834912,-0.5327942617526698,0.3359863788649718,-0.1430063122558799,-0.07886430432797362,-0.015334098804784042,4.432656745432282e-16,-0.07984704733654291,0.017589301769367703,-1.3949599925080894e-16,0.108801451095886,-0.18864849843242898,-1.248077372232853e-15,2.1381920626948366e-15,-0.11397167383389517,-0.2607426919652833,0.11104279055214482,0.21078069368728974,9
LT_VOL_ADJ_MOM_0720,Volatility,Risk-scaled 12h momentum may be more stable across volatility regimes.,60,240,0.15,6.0,1893888,0.43446559177185384,0.6991952166045222,-0.2630371975847332,0.0003716692444868386,195.36434756219387,3502,0.20255084335803986,12.31199253390429,-0.00018606557560059777,-0.021557684237152732,0.005661505966570732,-0.03324698837197997,0.0202586417041219,-0.02565928924033157,631296,-0.006342572819996617,0.04500321105364948,-0.11428130564309569,0.00037842776509933174,198.76589441299438,1189,0.19945256412029266,6.270652377575735,0.002524411079435057,-0.02307728092984104,0.013716314741375902,-0.02484482106687564,0.023497477733200014,-0.01467201487654413,0.75,0.5,True,False,ASYMMETRIC_LS,LONG,0.9300506767572277,0.050427944332332365,1.0216844727082925,-0.9754514802038221,0.022687563687514598,-0.03219018683364404,1.8667529350738981e-16,0.024021432929173296,-0.008201220632236782,9.594142793733151e-17,0.1231335378967628,-0.09911210496775683,-1.2282089033305967e-15,1.1156315349135776e-15,-0.1171643293098038,-0.06667385743782539,0.041811593134909106,0.05695005562132197,1
LT_MOM_0240,Momentum / Trend,240m persistence may survive when traded slowly.,60,240,0.15,6.0,1893888,-0.1908491171131932,-0.29180392110833114,-0.41661030192733195,0.00034273421624675393,180.15484280884266,3186,0.12358961254358292,3.6280564582572934,-0.025752860084031454,-0.0404289364660103,-0.03603314875216077,-0.05479781643552993,-0.045477375541734456,-0.055955650161029886,631296,-0.027388698750390184,-0.17533345747622087,-0.1210229124019997,0.0003402524453122169,178.7145763412118,1054,0.12560826539993286,5.101634766506,-0.009175299659893716,-0.039259973060209764,-0.00391194622324029,-0.043498229097640555,0.006506293999854181,-0.041500833513453114,0.25,0.5,True,False,LONG_ONLY,LONG,0.09629000775570168,-0.43732874661110405,1.3163058597932165,-1.7721622261205023,-0.016712917574327982,-0.020393519052903097,5.774479518110181e-16,0.05323102461701767,-0.022046007304766902,-3.22297059511501e-16,0.09993554738108298,-0.046704522757579546,-1.267529541219614e-15,-5.829855318574042e-16,-0.059080021228072654,-0.06734816596512339,0.04618896418279888,0.05572516533385094,0
