alpha_id,family,hypothesis,rebalance_minutes,smoothing_halflife_minutes,no_trade_band,base_cost_bps_one_way,train_bars,train_net_return,train_net_sharpe_daily,train_max_drawdown,train_avg_turnover_per_bar,train_annualized_turnover,train_trade_events,train_mean_abs_position,train_gross_bps_per_unit_turnover,train_ic_15m,train_rank_ic_15m,train_ic_60m,train_rank_ic_60m,train_ic_240m,train_rank_ic_240m,val_bars,val_net_return,val_net_sharpe_daily,val_max_drawdown,val_avg_turnover_per_bar,val_annualized_turnover,val_trade_events,val_mean_abs_position,val_gross_bps_per_unit_turnover,val_ic_15m,val_rank_ic_15m,val_ic_60m,val_rank_ic_60m,val_ic_240m,val_rank_ic_240m,train_positive_year_fraction,val_positive_year_fraction,direction_consistent,phase2_candidate
LT_FUNDING_CROWDING_MR_30D,Carry / Funding,Thirty-day funding extremes may proxy crowded perpetual positioning.,60,720,0.12,6.0,1893888,1.1152095745650592,1.187499699971497,-0.20031336676128775,0.0001108829746954143,58.284578405320644,1980,0.20774723589420319,45.88446137001495,0.008459350670334308,0.000962412310701633,0.017453094124045866,0.0065996531091449635,0.024188758848634077,0.022853963143407152,631296,0.34602182388393077,1.771071467026866,-0.1410276624835024,0.00012038731802022085,63.23234377428889,721,0.2375190258026123,46.92893206238139,-0.0001341981289448105,-0.001768202606127806,0.0002176464328682038,0.0021139972982776993,0.010329421265746645,0.010933868908876626,1.0,1.0,True,True
LT_PERP_SPOT_BASIS_MR_43200,Relative Value,Perpetual/spot basis dislocation over 43200m may mean revert.,60,720,0.12,6.0,1893888,1.061248262997076,1.574002776433674,-0.1175353789729493,6.626579124713317e-05,34.83197200857103,1222,0.1477557271718979,67.31582787533915,0.034009164943038094,0.011269477281364508,0.046047207236381144,0.028706653580637818,0.06467379233808808,0.04130932478476383,631296,0.17069869978665508,1.2245306399470042,-0.07357036048001309,5.702553971786983e-05,29.95216627791524,356,0.1758573055267334,52.45024418418627,0.008501497504050146,0.005153112916440857,0.014490173016087637,0.010904226894395588,0.00913410396502984,0.011064667358266687,1.0,0.5,True,False
LT_MOM_4320,Momentum / Trend,4320m persistence may survive when traded slowly.,60,240,0.15,6.0,1893888,0.15115865512305748,0.3544824102000168,-0.5652640342539776,0.00021131140238139778,111.07374664396048,1997,0.33054715394973755,15.682513404508967,-0.005284882448935253,0.0026386845888171605,-0.007487631092029928,0.0012949999835087961,-0.008803620353499844,-0.0033982291191501784,631296,0.262975790319389,1.0480071682262326,-0.1372495351469064,0.00022192439064383507,116.56384478509426,698,0.33799418807029724,25.2687036213666,0.0030182805217660496,-0.002517601979611592,0.009518524365647664,-0.007061071202072457,0.016163520701188334,-0.0051229471301449695,0.75,1.0,True,False
LT_TRADE_SIZE_DIR_0240,Liquidity / Microstructure,Large average trade-size shocks may confirm the prevailing 4h direction.,30,120,0.15,6.0,1893888,0.011597200224262583,0.10313304330438618,-0.08732962612707429,0.00010032273712567985,52.733664102852345,950,0.016562754288315773,6.960241946402183,0.003158257683439004,-0.010831251627172666,0.0023234176937530684,-0.007494693897536268,0.004097600260559069,-0.0023125965979712624,631296,0.028412350748991733,0.6864731622081566,-0.03741088115103375,0.00011088301835115999,58.24031878262758,350,0.019236618652939796,10.150618809581903,0.002339701504676903,-0.0059437389629957045,0.013033194389156686,0.00027443138847788284,0.013762388897135748,0.01077973872814519,0.5,1.0,True,False
LT_VOLUME_CONFIRMED_MOM_0720,Liquidity / Microstructure,12h momentum with above-normal dollar volume may have stronger continuation.,60,240,0.15,6.0,1893888,0.10062662173783044,0.29877900558943427,-0.1839416608019775,0.00015634502051398158,82.1812587082386,1473,0.11608453094959259,10.594400761616415,-0.028312150491253282,-0.02300253099393072,-0.03149245282444856,-0.02613878121648716,-0.015556615171276506,-0.022485466559413594,631296,0.024919330101314197,0.3150375699211841,-0.08329685461092262,0.00017281911277677864,90.77170205488801,543,0.10316488146781921,8.872138170959852,-0.019129370506814992,-0.01912842194904538,-0.009873738517611993,-0.020089787253183056,0.009864298467058632,-0.0008165550795066999,0.5,0.5,True,False
LT_ILLIQ_MR_1440,Liquidity / Microstructure,One-day extreme price impact may normalize when positions change slowly.,60,360,0.18,6.0,1893888,0.0017591140414616735,0.046118118827999044,-0.0979968570331502,1.9008518847840605e-06,0.9991641628439538,18,0.0029780010227113962,21.1359975486957,-0.0002180048720971447,-0.0005123298434817097,-0.0011050300211828687,-0.007228599775099045,-0.0036265611733931917,-0.0035495831247150445,631296,0.0013496301131010746,0.23720410503952422,-0.005748864148769073,1.26723443827359e-06,0.6656036723870784,4,0.00180580944288522,23.161624442000605,0.002036851087857272,0.003836799615547843,-0.0004603526463265569,0.0021320340365609367,0.00906272389571334,0.008243455619235028,0.25,0.5,True,False
LT_MOM_0720,Momentum / Trend,720m persistence may survive when traded slowly.,60,240,0.15,6.0,1893888,0.1318586141316822,0.3068421247573118,-0.4590312181276964,0.00035028462298214436,184.12375317513943,3290,0.1970137655735016,10.086213602009911,-0.012847588375910775,-0.019568705248477775,-0.015287139171284533,-0.03284612775677882,0.0038471822236424797,-0.02569270493745996,631296,0.017134817897622057,0.23364699468245106,-0.12929181600141026,0.0003538752207532525,185.8698203265667,1106,0.1951015144586563,7.598166021907742,-0.0026052551314668577,-0.022058805404424647,0.003518266643590605,-0.02444618334461899,0.006089960725655456,-0.015269823484520547,0.5,0.5,True,False
LT_BTC_ETH_RATIO_MR_7D,Relative Value,Extreme BTC/ETH log-price ratio deviations may mean revert.,60,720,0.12,6.0,1893888,-0.42701034593821363,-0.48207642438969756,-0.5679996956207495,0.00012656504986807704,66.52768277004361,2316,0.28961947560310364,-11.709694833411765,-0.0010891948775943166,-0.004783764449609875,-0.004363727354731069,-0.011484381408849633,-0.01245252434642312,-0.02385303162054947,631296,-0.0023794991208330174,0.10561992306882503,-0.19373726724282558,0.00012814905494451523,67.30917098745704,778,0.3054421544075012,8.637550599320855,-0.0008007326224584579,-0.007140108652647039,-0.001969390417748414,-0.009724058773544018,0.0003484782949991811,-0.011032980286668992,0.25,0.5,False,False
LT_VOL_ADJ_MOM_0720,Volatility,Risk-scaled 12h momentum may be more stable across volatility regimes.,60,240,0.15,6.0,1893888,0.43446559177185384,0.6991952166045222,-0.2630371975847332,0.0003716692444868386,195.36434756219387,3502,0.20255084335803986,12.31199253390429,-0.00018606557560059777,-0.021557684237152732,0.005661505966570732,-0.03324698837197997,0.0202586417041219,-0.02565928924033157,631296,-0.006342572819996617,0.04500321105364948,-0.11428130564309569,0.00037842776509933174,198.76589441299438,1189,0.19945256412029266,6.270652377575735,0.002524411079435057,-0.02307728092984104,0.013716314741375902,-0.02484482106687564,0.023497477733200014,-0.01467201487654413,0.75,0.5,True,False
LT_MOM_0240,Momentum / Trend,240m persistence may survive when traded slowly.,60,240,0.15,6.0,1893888,-0.1908491171131932,-0.29180392110833114,-0.41661030192733195,0.00034273421624675393,180.15484280884266,3186,0.12358961254358292,3.6280564582572934,-0.025752860084031454,-0.0404289364660103,-0.03603314875216077,-0.05479781643552993,-0.045477375541734456,-0.055955650161029886,631296,-0.027388698750390184,-0.17533345747622087,-0.1210229124019997,0.0003402524453122169,178.7145763412118,1054,0.12560826539993286,5.101634766506,-0.009175299659893716,-0.039259973060209764,-0.00391194622324029,-0.043498229097640555,0.006506293999854181,-0.041500833513453114,0.25,0.5,True,False
